AddressLine	City	Municipality	AdminDivision	Country	PostCode	Latitude	Longitude	Phone	IsWiFiHotSpot	IsWheelchairAccessible	Opens	Closes
1722 W 3rd St	Jacksonville		FL	US	32209	30.34148	-81.68467	(239) 555-0173	False	False	600	2300
27 Roytec Rd	Vaughan		ON	CA		43.80315	-79.54975	(226) 555-0112	False	False	600	2300
60 Pippin Rd	Vaughan		ON	CA		43.8098	-79.5247	(226) 555-0150	False	False	700	1800
665 Millway Ave	Vaughan		ON	CA		43.8099	-79.53178	(226) 555-0153	False	True	800	2200
3231 Langstaff Rd	Vaughan		ON	CA		43.81097	-79.53444	(226) 555-0186	False	False	730	2330
2900 Langstaff Rd	Vaughan		ON	CA		43.81354	-79.52471	(226) 555-0199	False	True	800	2200
7225 Woodbine Ave	Markham		ON	CA		43.81706	-79.34958	(226) 555-0154	False	False	900	2400
40 Bradwick Dr	Vaughan		ON	CA		43.81782	-79.4853	(226) 555-0100	False	True	800	2200
8133 Yonge St	Markham		ON	CA		43.82543	-79.42678	(226) 555-0172	False	False	700	1800
267 Bay Thorn Dr	Markham		ON	CA		43.82545	-79.42537	(226) 555-0142	False	False	800	2200
8700 Dufferin St	Vaughan		ON	CA		43.82833	-79.47959	(226) 555-0114	False	False	600	2300
1355 Kingston Rd	Pickering		ON	CA		43.83779	-79.08747	(226) 555-0180	False	True	800	2200
8432 Leslie St	Markham		ON	CA		43.84255	-79.38171	(226) 555-0177	True	True	900	2400
270 W Beaver Creek Rd	Richmond Hill		ON	CA		43.84378	-79.38646	(226) 555-0184	False	False	700	1800
9019 Leslie St	Richmond Hill		ON	CA		43.84602	-79.38286	(226) 555-0105	False	True	800	2200
403 Rue Notre-Dame	Lachine		QC	CA		45.44252	-73.64688	(418) 555-0197	False	True	700	1800
100 Westney Rd S	Ajax		ON	CA		43.84744	-79.03974	(226) 555-0143	True	True	730	2330
1725 Kingston Rd	Pickering		ON	CA		43.84874	-79.07266	(226) 555-0173	False	False	700	1800
12495 Hwy-50	Caledon		ON	CA		43.84935	-79.69665	(226) 555-0187	False	False	800	2200
9301 Bathurst St	Richmond Hill		ON	CA		43.85017	-79.45938	(226) 555-0177	True	False	600	2300
9174 Yonge St	Richmond Hill		ON	CA		43.85056	-79.43234	(226) 555-0106	False	False	700	1800
9200 N Lamar Blvd	Austin		TX	US	78753	30.36208	-97.6974	(210) 555-0114	False	True	800	2200
205 Main Street Unionville	Markham		ON	CA		43.86665	-79.31192	(226) 555-0143	False	True	700	1800
186 Main Street Unionville	Markham		ON	CA		43.86721	-79.31201	(226) 555-0153	False	False	700	1800
10150 Yonge St	Richmond Hill		ON	CA		43.87526	-79.43805	(226) 555-0150	False	True	800	2200
6 Queen St S	Caledon		ON	CA		43.87921	-79.73757	(226) 555-0140	False	True	800	2200
1100 Dundas St E	Whitby		ON	CA		43.88388	-78.9249	(226) 555-0102	True	True	600	2300
9441 Hwy-48	Markham		ON	CA		43.89574	-79.26509	(226) 555-0131	False	False	800	2200
106 Broadway	Orangeville		ON	CA		43.91964	-80.09504	(226) 555-0140	False	False	600	2300
12975 Keele St	King		ON	CA		43.92454	-79.52722	(226) 555-0114	False	True	800	2200
17220 Hwy-50	Caledon		ON	CA		43.95065	-79.83666	(226) 555-0106	True	True	1000	2000
15474 Yonge St	Aurora		ON	CA		44.00533	-79.46886	(226) 555-0102	False	True	800	2200
2 Orchard Heights Blvd	Aurora		ON	CA		44.00889	-79.47077	(226) 555-0167	False	False	700	1800
17175 Yonge St	Newmarket		ON	CA		44.04621	-79.4785	(226) 555-0140	False	False	700	1800
130 Davis Dr	Newmarket		ON	CA		44.05585	-79.47517	(226) 555-0170	False	True	800	2200
17565 Yonge St	Newmarket		ON	CA		44.05645	-79.48088	(226) 555-0160	True	True	730	2330
44 Brock St W	Uxbridge		ON	CA		44.10881	-79.12213	(226) 555-0177	False	False	900	2400
310 Holland St W	Bradford West Gwillimbury		ON	CA		44.11162	-79.57607	(226) 555-0189	False	True	800	2200
443 The Queensway S	Georgina		ON	CA		44.21415	-79.46486	(226) 555-0148	False	False	600	2300
23721 Hwy-48	Georgina		ON	CA		44.24136	-79.33599	(226) 555-0107	False	False	800	2200
1160 John St	Rideau		ON	CA		45.22393	-75.68501	(226) 555-0174	True	False	700	1800
5530 River Rd	Gloucester		ON	CA		45.23422	-75.67652	(226) 555-0170	False	False	700	1800
8127 Mesa Dr	Austin		TX	US	78759	30.3739	-97.75587	(210) 555-0146	False	False	700	1800
1 Tartan Dr	Nepean		ON	CA		45.27015	-75.75433	(226) 555-0170	False	True	600	2300
5830 Hazeldean Rd	Goulbourn		ON	CA		45.27965	-75.91721	(226) 555-0180	False	False	700	1800
500 Hazeldean Rd	Kanata		ON	CA		45.29399	-75.89472	(226) 555-0165	False	True	700	1800
651 Terry Fox Dr	Kanata		ON	CA		45.29453	-75.89697	(226) 555-0183	False	False	1000	2000
308 Palladium Dr	Kanata		ON	CA		45.30166	-75.90817	(226) 555-0190	True	True	900	2400
260 Hearst Way	Kanata		ON	CA		45.31502	-75.89306	(226) 555-0168	False	False	700	1800
194 Robertson Rd	Nepean		ON	CA		45.31896	-75.84057	(226) 555-0175	False	True	800	2200
150 Robertson Rd	Nepean		ON	CA		45.31997	-75.83817	(226) 555-0141	True	True	700	1800
7316 N Main St	Jacksonville		FL	US	32208	30.38511	-81.64879	(239) 555-0159	False	False	700	1800
2 Beaverbrook Rd	Kanata		ON	CA		45.32905	-75.90001	(226) 555-0187	False	True	700	1800
1843 Merivale Rd	Nepean		ON	CA		45.33616	-75.72504	(226) 555-0147	False	True	800	2200
1433 Woodroffe Ave	Nepean		ON	CA		45.34007	-75.7556	(226) 555-0133	False	False	800	2200
2557 Baseline Rd	Ottawa		ON	CA		45.34176	-75.78677	(226) 555-0195	True	False	700	1800
1371 Woodroffe Ave	Nepean		ON	CA		45.35018	-75.76238	(226) 555-0155	False	False	700	1800
3430 Carling Ave	Nepean		ON	CA		45.35228	-75.83796	(226) 555-0132	True	True	700	1800
2525 Bank St	Ottawa		ON	CA		45.35397	-75.64403	(226) 555-0133	False	False	600	2300
2401 Bank St	Ottawa		ON	CA		45.35478	-75.65015	(226) 555-0166	False	True	800	2200
3007 Carling Ave	Ottawa		ON	CA		45.35531	-75.80518	(226) 555-0141	False	True	900	2400
1125 Meadowlands Dr E	Nepean		ON	CA		45.36233	-75.7125	(226) 555-0135	False	False	700	1800
2369 Carling Ave	Ottawa		ON	CA		45.36677	-75.77895	(226) 555-0169	False	True	800	2200
1665 Bank St	Ottawa		ON	CA		45.3761	-75.66651	(226) 555-0184	False	False	700	1800
309 Richmond Rd	Ottawa		ON	CA		45.39276	-75.75278	(226) 555-0192	False	False	700	1800
203 Chemin D'Aylmer	Aylmer		QC	CA		45.39584	-75.83249	(418) 555-0160	False	False	600	2300
81 Richmond Rd	Ottawa		ON	CA		45.39676	-75.7436	(226) 555-0141	False	True	800	2200
45 Richmond Rd	Ottawa		ON	CA		45.39761	-75.74164	(226) 555-0174	False	True	700	1800
484 Preston St	Ottawa		ON	CA		45.39835	-75.70808	(226) 555-0187	False	False	730	2330
449 Preston St	Ottawa		ON	CA		45.39893	-75.70874	(226) 555-0115	False	True	800	2200
1285 Wellington St	Ottawa		ON	CA		45.39921	-75.73472	(226) 555-0195	False	False	700	1800
620 Chemin D'Aylmer	Aylmer		QC	CA		45.39961	-75.80784	(418) 555-0156	False	True	800	2200
434 Preston St	Ottawa		ON	CA		45.39969	-75.7089	(226) 555-0157	True	True	900	2400
1237 Wellington St	Ottawa		ON	CA		45.39972	-75.73246	(226) 555-0173	False	False	700	1800
132 Rue Ste-Anne	Ste-Anne-de-Bellevue		QC	CA		45.4042	-73.95316	(418) 555-0151	False	False	700	1800
697 Bank St	Ottawa		ON	CA		45.40549	-75.69003	(226) 555-0150	False	False	700	1800
1531 St Laurent Blvd	Ottawa		ON	CA		45.40716	-75.62801	(226) 555-0168	False	True	800	2200
163 Parkdale Ave	Ottawa		ON	CA		45.40767	-75.73352	(226) 555-0178	True	True	700	1800
114 Preston St	Ottawa		ON	CA		45.40859	-75.71458	(226) 555-0136	False	False	700	1800
96 Preston St	Ottawa		ON	CA		45.40875	-75.71468	(226) 555-0137	False	True	800	2200
280 Metcalfe St	Ottawa		ON	CA		45.41622	-75.69162	(226) 555-0181	False	False	700	1800
285 Gloucester St	Ottawa		ON	CA		45.41671	-75.70183	(226) 555-0176	False	True	800	2200
292 Elgin St	Ottawa		ON	CA		45.41691	-75.6895	(226) 555-0176	True	True	900	2400
45 90E Avenue	Lasalle		QC	CA		45.41754	-73.64427	(418) 555-0149	False	False	600	2300
274 Elgin St	Ottawa		ON	CA		45.41762	-75.69009	(226) 555-0164	True	True	700	1800
216 Elgin St	Ottawa		ON	CA		45.41891	-75.6912	(226) 555-0172	False	True	800	2200
100 Gloucester St	Ottawa		ON	CA		45.41894	-75.69582	(226) 555-0147	True	True	600	2300
123 Queen St	Ottawa		ON	CA		45.42193	-75.69795	(226) 555-0138	False	True	700	1800
1200 St Laurent Blvd	Ottawa		ON	CA		45.42265	-75.63651	(226) 555-0144	False	False	700	1800
4700 SR-22	Mandeville		LA	US	70471	30.40179	-90.11212	(225) 555-0113	False	True	800	2200
11 Rue Laurier	Hull		QC	CA		45.42534	-75.71284	(418) 555-0116	False	False	800	2200
125 Promenade du Portage	Hull		QC	CA		45.42566	-75.71712	(418) 555-0121	False	False	1000	2000
339 Dalhousie St	Ottawa		ON	CA		45.42827	-75.6909	(226) 555-0126	False	True	800	2200
11590 Research Blvd	Austin		TX	US	78759	30.41525	-97.74646	(210) 555-0153	True	True	900	2400
100 Rue Victoria	Hull		QC	CA		45.42872	-75.71199	(418) 555-0136	False	True	800	2200
35 Rue Laurier	Hull		QC	CA		45.42915	-75.71015	(418) 555-0113	False	False	700	1800
103 Rue Frontenac	Hull		QC	CA		45.42927	-75.71704	(418) 555-0109	False	True	800	2200
89 Clarence St	Ottawa		ON	CA		45.42936	-75.69271	(226) 555-0196	True	True	700	1800
252 Lakeshore Rd	Pointe-Claire		QC	CA		45.42942	-73.82367	(418) 555-0123	False	False	900	2400
2501 W Parmer Ln	Austin		TX	US	78727	30.41936	-97.70267	(210) 555-0192	False	False	700	1800
7669 Rue Centrale	Lasalle		QC	CA		45.43054	-73.59791	(418) 555-0187	True	False	700	1800
366 Marguerite Ave	Vanier		ON	CA		45.43075	-75.66626	(226) 555-0131	False	False	1000	2000
303 St Patrick St	Ottawa		ON	CA		45.43158	-75.69149	(226) 555-0176	False	False	700	1800
1718 Boulevard St-Joseph	Lachine		QC	CA		45.43271	-73.68051	(418) 555-0169	True	True	730	2330
106 Pecan St E	Pflugerville		TX	US	78660	30.43993	-97.62068	(210) 555-0195	False	True	800	2200
1900 Boulevard St-Joseph	Lachine		QC	CA		45.43298	-73.68229	(418) 555-0155	False	True	800	2200
2495 Boulevard St-Martin E	Laval		QC	CA		45.59903	-73.68435	(418) 555-0172	False	False	700	1800
152 25E Avenue	Lachine		QC	CA		45.43439	-73.68644	(418) 555-0164	True	True	1000	2000
8080 Boulevard Newman	Lasalle		QC	CA		45.43495	-73.6268	(418) 555-0118	False	True	700	1800
297 Rue Notre-Dame	Hull		QC	CA		45.43549	-75.71008	(418) 555-0140	False	False	900	2400
8031 Boulevard Newman	Lasalle		QC	CA		45.43553	-73.62674	(418) 555-0127	False	True	800	2200
14611 N SR-Pac Expy	Austin		TX	US	78728	30.46018	-97.69484	(210) 555-0117	False	True	600	2300
2912 Rue Remembrance	Lachine		QC	CA		45.43779	-73.68973	(418) 555-0159	False	False	730	2330
18 Beechwood Ave	Vanier		ON	CA		45.43887	-75.67726	(226) 555-0137	False	False	800	2200
260 Rue Notre-Dame	Lachine		QC	CA		45.44187	-73.64769	(418) 555-0104	False	False	700	1800
200 Beechwood Ave	Vanier		ON	CA		45.4425	-75.6712	(226) 555-0100	False	False	700	1800
285 Avenue Dorval	Dorval		QC	CA		45.44252	-73.74041	(418) 555-0156	False	True	800	2200
2894 Boulevard St-Charles	Kirkland		QC	CA		45.44611	-73.85243	(418) 555-0104	False	True	800	2200
7077 Boulevard Newman	Lasalle		QC	CA		45.44732	-73.61068	(418) 555-0169	True	True	600	2300
429 St Laurent Blvd	Ottawa		ON	CA		45.44768	-75.65081	(226) 555-0124	False	False	1000	2000
615 Boulevard St-Joseph	Hull		QC	CA		45.45136	-75.73732	(418) 555-0117	False	False	900	2400
100 N Tyler St	Covington		LA	US	70433	30.47865	-90.10624	(225) 555-0109	False	True	800	2200
3636 Boulevard St-Charles	Kirkland		QC	CA		45.45669	-73.86282	(418) 555-0108	False	False	800	2200
225 Boulevard Hymus	Pointe-Claire		QC	CA		45.45898	-73.82434	(418) 555-0119	False	False	600	2300
813 Rue de l'Églis	Verdun		QC	CA		45.46294	-73.57434	(418) 555-0115	True	True	1000	2000
3900 Rue Wellington	Verdun		QC	CA		45.46298	-73.56717	(418) 555-0114	False	False	700	1800
2000 S I-35	Round Rock		TX	US	78681	30.48929	-97.67794	(210) 555-0116	False	True	700	1800
4872 Boulevard St-Charles	Pierrefonds		QC	CA		45.46648	-73.87379	(418) 555-0135	True	True	600	2300
6535 Avenue Somerled	Montréa		QC	CA		45.46762	-73.63855	(418) 555-0173	False	False	700	1800
5849 Rue Sherbrooke W	Montréa		QC	CA		45.46935	-73.61808	(418) 555-0101	False	True	800	2200
3669 Boulevard St-Jean	Dollard-des-Ormeaux		QC	CA		45.47293	-73.83458	(418) 555-0123	False	True	700	1800
1126 S 14th St	Fernandina Beach		FL	US	32034	30.6557	-81.45339	(239) 555-0153	False	False	900	2400
5768 Avenue Monkland	Montréa		QC	CA		45.47352	-73.62445	(418) 555-0111	False	False	600	2300
5181 Boulevard de Maisonneuve W	Montréa		QC	CA		45.47414	-73.60441	(418) 555-0193	False	True	800	2200
5556 Avenue Monkland	Montréa		QC	CA		45.47604	-73.62223	(418) 555-0126	True	True	700	1800
120 Boulevard de L'Hôpita	Gatineau		QC	CA		45.47886	-75.68744	(418) 555-0177	True	False	600	2300
355 Boulevard Grébe	Gatineau		QC	CA		45.47969	-75.70132	(418) 555-0172	False	True	800	2200
2188 Rue Centre	Montréa		QC	CA		45.4807	-73.56548	(418) 555-0128	False	False	1000	2000
3237 Boulevard des Sources	Dollard-des-Ormeaux		QC	CA		45.4825	-73.79537	(418) 555-0193	False	True	700	1800
680 Avenue Victoria	Westmount		QC	CA		45.48256	-73.61096	(418) 555-0193	False	False	700	1800
136 25E Avenue	Lachine		QC	CA		45.43442	-73.68644	(418) 555-0144	False	True	800	2200
5220 Boulevard Décari	Montréa		QC	CA		45.4842	-73.63059	(418) 555-0141	False	True	800	2200
15489 Boulevard Gouin W	Ste-Genevièv		QC	CA		45.48456	-73.86619	(418) 555-0110	False	False	700	1800
11620 Boulevard de Salaberry	Dollard-des-Ormeaux		QC	CA		45.4847	-73.8044	(418) 555-0169	False	True	800	2200
1304 Avenue Greene	Westmount		QC	CA		45.48781	-73.59132	(418) 555-0185	False	True	800	2200
4050 Rue Ste-Catherine W	Westmount		QC	CA		45.48827	-73.58554	(418) 555-0150	False	True	700	1800
1414 Rue Notre-Dame W	Montréa		QC	CA		45.49152	-73.56576	(418) 555-0110	False	False	700	1800
1933 Rue Ste-Catherine W	Montréa		QC	CA		45.49261	-73.58082	(418) 555-0187	False	False	800	2200
10 Rue Chiasson	Gatineau		QC	CA		45.4935	-75.59831	(418) 555-0177	False	False	700	1800
1241 Rue Guy	Montréa		QC	CA		45.49427	-73.57626	(418) 555-0123	False	True	800	2200
1448 Rue St-Mathieu	Montréa		QC	CA		45.49431	-73.57983	(418) 555-0103	True	True	700	1800
1221 Rue MacKay	Montréa		QC	CA		45.49499	-73.57552	(418) 555-0136	False	True	800	2200
5153 Chemin de la Côte-des-Neige	Montréa		QC	CA		45.49501	-73.61923	(418) 555-0169	True	True	700	1800
1504 Rue Sherbrooke W	Montréa		QC	CA		45.497	-73.58113	(418) 555-0165	False	True	700	1800
1109 E Pleasant Run Rd	Lancaster		TX	US	75146	32.6038	-96.73656	(210) 555-0141	False	False	800	2200
5412 Chemin de la Côte-des-Neige	Montréa		QC	CA		45.49723	-73.62388	(418) 555-0173	True	True	700	1800
1177 Rue de la Montagne	Montréa		QC	CA		45.49727	-73.57399	(418) 555-0142	False	False	900	2400
1437 Rue Crescent	Montréa		QC	CA		45.49731	-73.5762	(418) 555-0127	False	True	800	2200
1250 Boulevard René-Lévesque	Montréa		QC	CA		45.49748	-73.5712	(418) 555-0170	True	True	700	1800
5520 Chemin de la Côte-des-Neige	Montréa		QC	CA		45.4976	-73.62473	(418) 555-0167	False	False	800	2200
2000 FM-157	Mansfield		TX	US	76063	32.61052	-97.14264	(210) 555-0130	True	False	700	1800
1422 Rue Stanley	Montréa		QC	CA		45.50019	-73.57502	(418) 555-0113	False	True	800	2200
2022 Rue Stanley	Montréa		QC	CA		45.50098	-73.57658	(418) 555-0129	True	True	700	1800
1228 Collins Ave	Miami Beach		FL	US	33139	25.78354	-80.13098	(239) 555-0183	False	False	700	1800
700 Rue de la Gauchetière 	Montréa		QC	CA		45.50101	-73.5649	(418) 555-0120	False	False	600	2300
800 Square Victoria	Montréa		QC	CA		45.50206	-73.56256	(418) 555-0138	False	True	700	1800
4503 Boulevard Westpark	Pierrefonds		QC	CA		45.50336	-73.82878	(418) 555-0178	False	False	800	2200
801 Boulevard de Maisonneuve W	Montréa		QC	CA		45.50349	-73.57228	(418) 555-0102	True	False	700	1800
468 Ashford Ave	Ardsley		NY	US	10502	41.01205	-73.84892	(212) 555-0168	False	True	700	1800
527 Telegraph Canyon Rd	Chula Vista		CA	US	91910	32.62814	-117.03951	(209) 555-0194	False	True	800	2200
1223 Place Phillips	Montréa		QC	CA		45.50398	-73.56865	(418) 555-0144	False	True	800	2200
765 Rue St-François-Xavie	Montréa		QC	CA		45.50416	-73.55844	(418) 555-0104	True	True	700	1800
2020 Rue University	Montréa		QC	CA		45.50442	-73.57196	(418) 555-0186	False	False	700	1800
209 Rue St-Antoine W	Montréa		QC	CA		45.50444	-73.5595	(418) 555-0132	False	True	800	2200
2075 Rue University	Montréa		QC	CA		45.50471	-73.57327	(418) 555-0119	False	True	700	1800
205 Avenue Viger W	Montréa		QC	CA		45.50507	-73.56104	(418) 555-0125	False	False	600	2300
1121 Rue Anderson	Montréa		QC	CA		45.50517	-73.56329	(418) 555-0126	False	True	800	2200
1128 Rue Jeanne-Mance	Montréa		QC	CA		45.50562	-73.56246	(418) 555-0158	False	True	800	2200
39 Rue de la Commune E	Montréa		QC	CA		45.50597	-73.55302	(418) 555-0126	False	False	700	1800
480 Boulevard St-Laurent	Montréa		QC	CA		45.50605	-73.55486	(418) 555-0155	False	True	800	2200
1255 Rue de Bleury	Montréa		QC	CA		45.50619	-73.56688	(418) 555-0138	True	True	700	1800
273 Rue St-Paul E	Montréa		QC	CA		45.50821	-73.55234	(418) 555-0136	False	True	1000	2000
2146 Rue Lucien-Thimens	St-Laurent		QC	CA		45.51001	-73.69428	(418) 555-0115	False	False	700	1800
193 Broadway	Chula Vista		CA	US	91910	32.64242	-117.09401	(209) 555-0160	False	False	700	1800
2140 Rue Lucien-Thimens	St-Laurent		QC	CA		45.51006	-73.69422	(418) 555-0186	False	False	600	2300
1818 Boulevard de la Côte-Vert	St-Laurent		QC	CA		45.51054	-73.68703	(418) 555-0108	False	True	800	2200
201 Rue Milton	Montréa		QC	CA		45.51076	-73.57272	(418) 555-0115	True	True	700	1800
1898 Boulevard Thimens	St-Laurent		QC	CA		45.51181	-73.69415	(418) 555-0159	False	False	700	1800
805 Boulevard Décari	St-Laurent		QC	CA		45.51217	-73.67952	(418) 555-0177	False	True	800	2200
1117 Rue St-Denis	Montréa		QC	CA		45.51226	-73.55746	(418) 555-0157	True	True	600	2300
6255 Boulevard Henri-Bourassa	St-Laurent		QC	CA		45.51328	-73.72105	(418) 555-0109	False	False	700	1800
3509 Boulevard St-Laurent	Montréa		QC	CA		45.5134	-73.57169	(418) 555-0153	True	True	900	2400
3479 Boulevard St-Laurent	Montréa		QC	CA		45.51356	-73.57205	(418) 555-0131	False	False	700	1800
2260 Otay Lakes Rd	Chula Vista		CA	US	91915	32.64647	-116.96911	(209) 555-0172	False	True	800	2200
1487 Rue MacDonald	St-Laurent		QC	CA		45.51418	-73.68155	(418) 555-0146	False	False	700	1800
17 Rue Prince-Arthur E	Montréa		QC	CA		45.5142	-73.57247	(418) 555-0185	False	True	800	2200
3618 Boulevard St-Laurent	Montréa		QC	CA		45.51458	-73.5737	(418) 555-0115	False	False	600	2300
1723 Rue St-Denis	Montréa		QC	CA		45.5156	-73.56482	(418) 555-0170	True	True	700	1800
1657 Rue St-Denis	Montréa		QC	CA		45.51573	-73.56512	(418) 555-0149	False	False	800	2200
3702 Altamesa Blvd	Fort Worth		TX	US	76133	32.64988	-97.36808	(210) 555-0161	False	True	600	2300
1732 Rue St-Denis	Montréa		QC	CA		45.51581	-73.56468	(418) 555-0142	True	False	600	2300
1670 Rue St-Denis	Montréa		QC	CA		45.51594	-73.56497	(418) 555-0183	False	False	700	1800
2040 Rue St-Denis	Montréa		QC	CA		45.51639	-73.56591	(418) 555-0122	False	True	800	2200
1112 Rue Wolfe	Montréa		QC	CA		45.5167	-73.55355	(418) 555-0119	False	True	700	1800
867 Rue Ontario E	Montréa		QC	CA		45.51868	-73.56393	(418) 555-0190	False	True	700	1800
370 Avenue Laurier W	Montréa		QC	CA		45.51925	-73.596	(418) 555-0141	False	False	730	2330
4051 Rue St-Denis	Montréa		QC	CA		45.51935	-73.57299	(418) 555-0173	False	False	600	2300
1329 Rue Ste-Catherine E	Montréa		QC	CA		45.51974	-73.55513	(418) 555-0127	True	True	700	1800
5134 Boulevard Henri-Bourassa	St-Laurent		QC	CA		45.52116	-73.70919	(418) 555-0168	False	True	800	2200
4110 Rue St-Denis	Montréa		QC	CA		45.52148	-73.5771	(418) 555-0164	False	False	900	2400
639 N Cockrell Hill Rd	Duncanville		TX	US	75116	32.65851	-96.89121	(210) 555-0161	False	True	800	2200
4833 Boulevard St-Laurent	Montréa		QC	CA		45.52204	-73.59085	(418) 555-0115	True	False	700	1800
4250 Rue St-Denis	Montréa		QC	CA		45.5226	-73.57957	(418) 555-0145	False	False	700	1800
227 Rue St-Viateur W	Montréa		QC	CA		45.52326	-73.6014	(418) 555-0156	False	True	800	2200
1874 Rue Plessis	Montréa		QC	CA		45.52333	-73.55997	(418) 555-0153	True	True	700	1800
5134 Boulevard St-Laurent	Montréa		QC	CA		45.52365	-73.59379	(418) 555-0196	False	False	600	2300
4110 Bonita Rd	Bonita		CA	US	91902	32.65915	-117.03853	(209) 555-0157	True	True	900	2400
2181 Rue Ste-Catherine E	Montréa		QC	CA		45.52588	-73.54951	(418) 555-0190	False	True	600	2300
505 Rue Jean-Talon W	Montréa		QC	CA		45.52846	-73.62351	(418) 555-0182	True	True	700	1800
825 Avenue Laurier E	Montréa		QC	CA		45.52924	-73.58771	(418) 555-0151	False	True	800	2200
1250 Avenue du Mont-Royal E	Montréa		QC	CA		45.52934	-73.57776	(418) 555-0122	True	True	700	1800
1251 Rue Gilford	Montréa		QC	CA		45.53112	-73.58143	(418) 555-0135	False	False	600	2300
130 Avenue Beaumont	Montréa		QC	CA		45.53139	-73.61582	(418) 555-0190	False	False	800	2200
6825 Boulevard St-Laurent	Montréa		QC	CA		45.53197	-73.61266	(418) 555-0114	False	False	1000	2000
6859 Boulevard St-Laurent	Montréa		QC	CA		45.53285	-73.61458	(418) 555-0151	False	True	600	2300
48 Rue Dante	Montréa		QC	CA		45.5331	-73.61342	(418) 555-0140	False	True	800	2200
7022 Boulevard St-Laurent	Montréa		QC	CA		45.53356	-73.61546	(418) 555-0155	False	True	800	2200
7076 Boulevard St-Laurent	Montréa		QC	CA		45.53386	-73.6161	(418) 555-0107	True	True	900	2400
3903 Boulevard Lévesque 	Laval		QC	CA		45.53407	-73.74119	(418) 555-0172	False	False	700	1800
5151 Avenue Papineau	Montréa		QC	CA		45.53572	-73.58088	(418) 555-0135	False	False	600	2300
